choice_code,choice_name,choice_value,category,common_code,product_name,rakuten_sku,total_quantity,frequency
"★1つ目:N02エゾ鹿フレーク20g
★2つ目:N02.エゾ鹿フレーク20g
★3つ目:N04サーモンフレーク20g
★4つ目※クマザサふりかけはこちら:N08.クマザサ鹿ふりかけ 30g
☆メール便のため同梱不可です:了承済み",選択肢_346,"★1つ目:N02エゾ鹿フレーク20g
★2つ目:N02.エゾ鹿フレーク20g
★3つ目:N04サーモ",auto_extracted,CM846,"★1つ目:N02エゾ鹿フレーク20g
★2つ目:N02.エゾ鹿フレーク20g
★3つ目:N04サーモ",CHOICE_CM846,6,6
"★1:R01.エゾ鹿スライスジャーキー 30g
★2（※レトルトはこちらからお選びください）:R06.スライスサーモン 30g
★メッセージカード　:1.ThankYou
※配送方法はお選びいただけません　:了承済み",選択肢_347,エゾ鹿スライスジャーキー 30g,auto_extracted,CM847,エゾ鹿スライスジャーキー 30g,CHOICE_CM847,6,6
"1つ目:C01.エゾ鹿スライス(10g)
2つ目:C05.スライスサーモン(10g)
3つ目:C10.鶏ささみスライス（10g）
4つ目:C11.鶏むねスライス（10g）
★メール便のため同梱不可です:了承済",選択肢_348,"1つ目:C01.エゾ鹿スライス(10g)
2つ目:C05.スライスサーモン(10g)
3つ目:C10",auto_extracted,CM848,"1つ目:C01.エゾ鹿スライス(10g)
2つ目:C05.スライスサーモン(10g)
3つ目:C10",CHOICE_CM848,6,6
"◆１:R01 エゾ鹿スライス30g
◆２:R03 ころころエゾ鹿ミンチ30g
◆３:R08 ひとくちサーモン30g
◆４（※レトルトはこちらからお選びください）:R11 鶏ささみスライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_349,"エゾ鹿スライス30g
◆２:R03 ころころエゾ鹿ミンチ30g
◆３:R08 ひとくちサーモン30g
◆４（※レトルトはこちらからお",auto_extracted,CM849,"エゾ鹿スライス30g
◆２:R03 ころころエゾ鹿ミンチ30g
◆３:R08 ひとくちサーモン30g
◆４（※レトルトはこちらからお",CHOICE_CM849,6,6
"◆１:R34 鮭カットジャーキー70g
◆２:R34 鮭カットジャーキー70g
◆３:R34 鮭カットジャーキー 70g
◆４（※レトルトはこちらからお選びください）:R34 鮭カットジャーキー70g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_350,"鮭カットジャーキー70g
◆２:R34 鮭カットジャーキー70g
◆３:R34 鮭カットジャーキー 70g
◆４（※レトルトはこちらからお",auto_extracted,CM850,"鮭カットジャーキー70g
◆２:R34 鮭カットジャーキー70g
◆３:R34 鮭カットジャーキー 70g
◆４（※レトルトはこちらからお",CHOICE_CM850,6,6
"◆１:R07 スティックサーモン30g
◆２:R08 ひとくちサーモン30g
◆３:R08 ひとくちサーモン30g
◆４（※レトルトはこちらからお選びください）:R08 ひとくちサーモン30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_351,"スティックサーモン30g
◆２:R08 ひとくちサーモン30g
◆３:R08 ひとくちサーモン30g
◆４（※レトルトはこちらからお",auto_extracted,CM851,"スティックサーモン30g
◆２:R08 ひとくちサーモン30g
◆３:R08 ひとくちサーモン30g
◆４（※レトルトはこちらからお",CHOICE_CM851,6,6
"◆１:R01 エゾ鹿スライス30g
◆２:R01 エゾ鹿スライス30g
◆３:R08 ひとくちサーモン30g
◆４（※レトルトはこちらからお選びください）:R01 エゾ鹿スライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_352,"エゾ鹿スライス30g
◆２:R01 エゾ鹿スライス30g
◆３:R08 ひとくちサーモン30g
◆４（※レトルトはこちらからお",auto_extracted,CM852,"エゾ鹿スライス30g
◆２:R01 エゾ鹿スライス30g
◆３:R08 ひとくちサーモン30g
◆４（※レトルトはこちらからお",CHOICE_CM852,6,6
"★1つ目:N04サーモンフレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N02エゾ鹿フレーク20g
★4つ目※クマザサふりかけはこちら:N07.チキンフレーク 20g
☆メール便のため同梱不可です:了承済み",選択肢_353,"★1つ目:N04サーモンフレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N02エ",auto_extracted,CM853,"★1つ目:N04サーモンフレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N02エ",CHOICE_CM853,6,6
"★1つ目:N01エゾ鹿チップ10g
★2つ目:N04.サーモンフレーク20g
★3つ目:N05白子チップ10g
★4つ目※クマザサふりかけはこちら:N08.クマザサ鹿ふりかけ 30g
☆メール便のため同梱不可です:了承済み",選択肢_354,"★1つ目:N01エゾ鹿チップ10g
★2つ目:N04.サーモンフレーク20g
★3つ目:N05白子チ",auto_extracted,CM854,"★1つ目:N01エゾ鹿チップ10g
★2つ目:N04.サーモンフレーク20g
★3つ目:N05白子チ",CHOICE_CM854,6,6
"★1つ目:M03 サーモンチップ 3g(猫)
★2つ目:M04 サーモンフレーク 5g(猫)
★3つ目:M05 白子チップ 3g(猫)
★4つ目:M06 チキンチップ3g(猫)
※メール便のため同梱不可です:了承済
※おためしのため重複不可:了承済み",選択肢_355,"★1つ目:M03 サーモンチップ 3g(猫)
★2つ目:M04 サーモンフレーク 5g(猫)
★3つ",auto_extracted,CM855,"★1つ目:M03 サーモンチップ 3g(猫)
★2つ目:M04 サーモンフレーク 5g(猫)
★3つ",CHOICE_CM855,6,6
"★1つ目:N03サーモンチップ10g
★2つ目:N04.サーモンフレーク20g
★3つ目:N05白子チップ10g
★4つ目※クマザサふりかけはこちら:N05.白子チップ 10g
☆メール便のため同梱不可です:了承済み",選択肢_356,"★1つ目:N03サーモンチップ10g
★2つ目:N04.サーモンフレーク20g
★3つ目:N05白子",auto_extracted,CM856,"★1つ目:N03サーモンチップ10g
★2つ目:N04.サーモンフレーク20g
★3つ目:N05白子",CHOICE_CM856,6,6
"★メール便のため同梱不可です:了承済
1つ目:V02.エゾ鹿バーグ100g",選択肢_357,"★メール便のため同梱不可です:了承済
1つ目:V02.エゾ鹿バーグ100g",auto_extracted,CM857,"★メール便のため同梱不可です:了承済
1つ目:V02.エゾ鹿バーグ100g",CHOICE_CM857,6,6
"◆１:R12 鶏むねスライス30g
◆２:R12 鶏むねスライス30g
◆３:R12 鶏むねスライス30g
◆４（※レトルトはこちらからお選びください）:R37 エゾ鹿ステーキ100g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_358,"鶏むねスライス30g
◆２:R12 鶏むねスライス30g
◆３:R12 鶏むねスライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM858,"鶏むねスライス30g
◆２:R12 鶏むねスライス30g
◆３:R12 鶏むねスライス30g
◆４（※レトルトはこちらからお",CHOICE_CM858,6,3
"◆１:R16 豚耳スライス30g
◆２:R16 豚耳スライス30g
◆３:R14 豚ハツスライス30g
◆４（※レトルトはこちらからお選びください）:R18 ころころ牛タン皮30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_359,"豚耳スライス30g
◆２:R16 豚耳スライス30g
◆３:R14 豚ハツスライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM859,"豚耳スライス30g
◆２:R16 豚耳スライス30g
◆３:R14 豚ハツスライス30g
◆４（※レトルトはこちらからお",CHOICE_CM859,6,6
"★1つ目:8.クマザサ 鹿ふりかけ 5g（猫用）
★2つ目:9.クマザサ 鮭ふりかけ 5g（猫用）
★3つ目:10.クマザサ白子ふりかけ5g (猫用)
★4つ目:11.クマザサ 鶏ふりかけ5g (猫用)
※メール便のため同梱不可です:了承済
※おためしのため重複不可:了承済み",選択肢_360,"★1つ目:8.クマザサ 鹿ふりかけ 5g（猫用）
★2つ目:9.クマザサ 鮭ふりかけ 5g（猫用）",auto_extracted,CM860,"★1つ目:8.クマザサ 鹿ふりかけ 5g（猫用）
★2つ目:9.クマザサ 鮭ふりかけ 5g（猫用）",CHOICE_CM860,6,6
"◆１:1.エゾ鹿スライス30g
◆２:1.エゾ鹿スライス30g
◆３:6.スライスサーモン30g
◆４（※レトルトはこちらからお選びください）:11.鶏ささみスライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_361,"◆１:1.エゾ鹿スライス30g
◆２:1.エゾ鹿スライス30g
◆３:6.スライスサーモン30g
◆",auto_extracted,CM861,"◆１:1.エゾ鹿スライス30g
◆２:1.エゾ鹿スライス30g
◆３:6.スライスサーモン30g
◆",CHOICE_CM861,6,3
"★1つ目:2.エゾ鹿フレーク 5g（猫用）
★2つ目:4.サーモンフレーク 5g（猫用）
★3つ目:7.チキンフレーク 5g（猫用）
★4つ目:3.サーモンチップ 3g（猫用）
※メール便のため同梱不可です:了承済
※おためしのため重複不可:了承済み",選択肢_362,"★1つ目:2.エゾ鹿フレーク 5g（猫用）
★2つ目:4.サーモンフレーク 5g（猫用）
★3つ目:",auto_extracted,CM862,"★1つ目:2.エゾ鹿フレーク 5g（猫用）
★2つ目:4.サーモンフレーク 5g（猫用）
★3つ目:",CHOICE_CM862,6,6
"◆１:1.エゾ鹿スライス30g
◆２:10.鮭白子スライス30g
◆３:11.鶏ささみスライス30g
◆４（※レトルトはこちらからお選びください）:20.牛タン皮チップ30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_363,"◆１:1.エゾ鹿スライス30g
◆２:10.鮭白子スライス30g
◆３:11.鶏ささみスライス30g",auto_extracted,CM863,"◆１:1.エゾ鹿スライス30g
◆２:10.鮭白子スライス30g
◆３:11.鶏ささみスライス30g",CHOICE_CM863,6,6
"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:8.ひとくちサーモン 30g",選択肢_364,"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:8.ひとくちサーモン 30",auto_extracted,CM864,"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:8.ひとくちサーモン 30",CHOICE_CM864,6,6
"1つ目:10.鶏ささみスライス（10g）
2つ目:11.鶏むねスライス（10g）
3つ目:1.エゾ鹿スライスジャーキー(10g)
4つ目:6.スティックサーモン(10g)
★メール便のため同梱不可です:了承済",選択肢_365,"1つ目:10.鶏ささみスライス（10g）
2つ目:11.鶏むねスライス（10g）
3つ目:1.エゾ鹿",auto_extracted,CM865,"1つ目:10.鶏ささみスライス（10g）
2つ目:11.鶏むねスライス（10g）
3つ目:1.エゾ鹿",CHOICE_CM865,6,3
"1つ目:6.鶏ささみ100g
2つ目:6.鶏ささみ100g
3つ目:6.鶏ささみ100g
4つ目:6.鶏ささみ100g
5つ目:6.鶏ささみ100g
★メール便のため同梱不可です:了承済",選択肢_366,"1つ目:6.鶏ささみ100g
2つ目:6.鶏ささみ100g
3つ目:6.鶏ささみ100g
4つ目:6",auto_extracted,CM866,"1つ目:6.鶏ささみ100g
2つ目:6.鶏ささみ100g
3つ目:6.鶏ささみ100g
4つ目:6",CHOICE_CM866,6,3
"★1つ目:2エゾ鹿フレーク20g
★2つ目:4.サーモンフレーク20g
★3つ目:7チキンフレーク20g
★4つ目※クマザサふりかけはこちら:9.クマザサ鮭ふりかけ 30g
☆メール便のため同梱不可です:了承済み",選択肢_367,"★1つ目:2エゾ鹿フレーク20g
★2つ目:4.サーモンフレーク20g
★3つ目:7チキンフレーク2",auto_extracted,CM867,"★1つ目:2エゾ鹿フレーク20g
★2つ目:4.サーモンフレーク20g
★3つ目:7チキンフレーク2",CHOICE_CM867,6,6
"◆１:1.エゾ鹿スライス30g
◆２:6.スライスサーモン30g
◆３:10.鮭白子スライス30g
◆４（※レトルトはこちらからお選びください）:11.鶏ささみスライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_368,"◆１:1.エゾ鹿スライス30g
◆２:6.スライスサーモン30g
◆３:10.鮭白子スライス30g",auto_extracted,CM868,"◆１:1.エゾ鹿スライス30g
◆２:6.スライスサーモン30g
◆３:10.鮭白子スライス30g",CHOICE_CM868,6,3
"◆１:12.鶏むねスライス30g
◆２:11.鶏ささみスライス30g
◆３:7.スティックサーモン30g
◆４（※レトルトはこちらからお選びください）:1.エゾ鹿スライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_369,"◆１:12.鶏むねスライス30g
◆２:11.鶏ささみスライス30g
◆３:7.スティックサーモン3",auto_extracted,CM869,"◆１:12.鶏むねスライス30g
◆２:11.鶏ささみスライス30g
◆３:7.スティックサーモン3",CHOICE_CM869,6,3
"1つ目:1.エゾ鹿ステーキ100g
2つ目:1.エゾ鹿ステーキ100g
3つ目:1.エゾ鹿ステーキ100g
4つ目:1.エゾ鹿ステーキ100g
5つ目:1.エゾ鹿ステーキ100g
★メール便のため同梱不可です:了承済",選択肢_370,"1つ目:1.エゾ鹿ステーキ100g
2つ目:1.エゾ鹿ステーキ100g
3つ目:1.エゾ鹿ステーキ1",auto_extracted,CM870,"1つ目:1.エゾ鹿ステーキ100g
2つ目:1.エゾ鹿ステーキ100g
3つ目:1.エゾ鹿ステーキ1",CHOICE_CM870,6,3
"◆１:3.ころころエゾ鹿ミンチ30g
◆２:1.エゾ鹿スライス30g
◆３:7.スティックサーモン30g
◆４（※レトルトはこちらからお選びください）:37.エゾ鹿ステーキ100g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_371,"◆１:3.ころころエゾ鹿ミンチ30g
◆２:1.エゾ鹿スライス30g
◆３:7.スティックサーモン3",auto_extracted,CM871,"◆１:3.ころころエゾ鹿ミンチ30g
◆２:1.エゾ鹿スライス30g
◆３:7.スティックサーモン3",CHOICE_CM871,6,3
